effect,pct,lo,hi
"2017 add-on (female baseline), k=5",4.64243295766826,0.499334451864342,8.95633125356448
"2017 add-on (male add-on), k=5",8.89036947304629,2.39485435506208,15.7979337795733
"2017 add-on (male total), k=5",13.9455318731897,6.56749026558583,21.8343812123811
