effect,pct,lo,hi
"2017 add-on (female baseline), k=3",9.59745424309641,4.57128237143141,14.8652068156061
"2017 add-on (male add-on), k=3",9.26736769513594,0.520315305227981,18.7755689660385
"2017 add-on (male total), k=3",19.7542533123125,11.4647585194474,28.6602274734881
