effect,pct,lo,hi
"2017 add-on (female baseline), k=4",8.08286982908755,3.9793791529098,12.3483025736509
"2017 add-on (male add-on), k=4",7.15850913578424,-0.318203221910562,15.1960182436033
"2017 add-on (male total), k=4",15.8199919400206,8.45213891140419,23.6883907282336
