pref_id,pref_name,year,month,year_month,n_leave_m,n_leave_f,pop,pop75,oldshare75,n_need,facility_users,u_rate,n_ei,date,moy,w_total,ln_ratio_mf,t_index,ln_ei,ln_need,ln_fac,z_u_rate,z_ln_ei,z_ln_need,z_ln_fac,z_oldshare75
47,Okinawa,2015,1,201501,8,10,1421000,141000,0.099,31745,8494,5.5,375255,2015-01-01,01,18,-0.211309093667207,1,12.8353610738573,10.3654905116045,9.04711531087322,3.96282154512849,-0.447233814312331,-0.822977239144871,-1.00715213481836,-2.33304041397674
1,Hokkaido,2015,2,201502,1,19,5400000,754000,0.14,139253,42362,3.8,1422090,2015-02-01,02,20,-2.56494935746154,1,14.1676381784818,11.8440477015431,10.6540070129539,1.60497408013163,1.13451386133091,1.41824939435311,1.58024232375657,-0.353724414754603
2,Aomori,2015,2,201502,1,2,1321000,197000,0.149,45879,11471,4.5,340508,2015-02-01,02,3,-0.510825623765991,1,12.7381938991562,10.7337627750162,9.34757739028127,2.57585244807151,-0.562595665235689,-0.264742758427116,-0.523352312922683,0.0807595850746452
3,Iwate,2015,2,201502,1,6,1284000,206000,0.16,42779,13008,3.3,356933,2015-02-01,02,7,-1.46633706879343,1,12.7853033680786,10.6638026069541,9.47331983178759,0.911489531603137,-0.506664888740239,-0.370789783873135,-0.320883598982682,0.611795584865951
4,Miyagi,2015,2,201502,6,10,2328000,290000,0.125,55485,16152,3.9,685317,2015-02-01,02,16,-0.479573080261886,1,13.4376367839203,10.9238679929347,9.68979915999267,1.74367098983732,0.267818783365524,0.02342254249265,0.0276883760101379,-1.07786441447002
5,Akita,2015,2,201502,0,5,1037000,187000,0.18,41149,12058,4,280845,2015-02-01,02,5,-2.39789527279837,1,12.5455581947044,10.6249549044734,9.39748361904935,1.88236789954302,-0.791302648719042,-0.429675910187733,-0.442994004023764,1.5773155844865
6,Yamagata,2015,2,201502,0,9,1131000,189000,0.167,37604,11518,3.1,315521,2015-02-01,02,9,-2.94443897916644,1,12.6619805197626,10.5348657066984,9.35166630806662,0.634095712191742,-0.653080096207545,-0.566234922458342,-0.51676839491148,0.949727584733145
7,Fukushima,2015,2,201502,3,19,1935000,286000,0.148,59496,17408,3.4,549504,2015-02-01,02,22,-1.71765149707433,1,13.2167713321442,10.9936643623831,9.76468514965567,1.05018644130883,0.00559599670645459,0.129221278715956,0.148268745196212,0.0324835850936174
8,Ibaraki,2015,2,201502,2,11,2919000,351000,0.12,68098,22689,3.4,737344,2015-02-01,02,13,-1.52605630349505,1,13.5108098193977,11.1287031231307,10.0296355045241,1.05018644130883,0.354693562181808,0.333915739776751,0.574888086808631,-1.31924441437516
9,Tochigi,2015,2,201502,1,11,1980000,236000,0.119,45286,12807,3.2,532471,2015-02-01,02,12,-2.03688192726104,1,13.1852837149888,10.7207532129325,9.45774717542607,0.77279262189744,-0.0317877165422089,-0.284462913474683,-0.345958471622148,-1.36752041435619
10,Gunma,2015,2,201502,4,5,1976000,254000,0.129,50763,15278,3.2,563054,2015-02-01,02,9,-0.200670695462151,1,13.2411308172648,10.8349230217367,9.6341691641013,0.77279262189744,0.0345168261912463,-0.111402028190876,-0.0618862623512986,-0.884760414545909
11,Saitama,2015,2,201502,9,22,7239000,732000,0.101,136598,40295,3.4,1369190,2015-02-01,02,31,-0.862223510603879,1,14.1297298820766,11.8247975847232,10.6039826707586,1.05018644130883,1.08950718853112,1.38906968131376,1.49969383027536,-2.23648841401468
12,Chiba,2015,2,201502,9,21,6197000,685000,0.111,127526,33911,3,1093459,2015-02-01,02,30,-0.816761136527122,1,13.9048566241116,11.7560755443601,10.4314947245109,0.495398802486044,0.822526128910892,1.28489943465824,1.2219561608889,-1.75372841420441
13,Tokyo,2015,2,201502,60,130,13390000,1433000,0.107,283212,69947,3.8,9207410,2015-02-01,02,190,-0.768729861725952,1,16.0355191526133,12.5539510127854,11.1554930913969,1.60497408013163,3.35215790771994,2.49433506705589,2.38772816660193,-1.94683241412852
14,Kanagawa,2015,2,201502,7,21,9096000,954000,0.105,191488,50150,3.4,2012817,2015-02-01,02,28,-1.05314991459135,1,14.5150457913985,12.162580422454,10.8227737933901,1.05018644130883,1.54697398867564,1.90108767927319,1.85198822419689,-2.04338441409057
15,Niigata,2015,2,201502,3,25,2313000,356000,0.154,75966,26531,3.2,698049,2015-02-01,02,28,-1.98591548366901,1,13.4560445798536,11.2380411507483,10.186069139599,0.77279262189744,0.289673462343543,0.499652514260852,0.826775329740555,0.322139584979784
16,Toyama,2015,2,201502,3,2,1070000,157000,0.147,34589,11602,2.5,350953,2015-02-01,02,5,0.336472236621213,1,12.7684075903483,10.4512909914237,9.35893277602601,-0.198085746042444,-0.5267244221964,-0.69291915154019,-0.505068030221566,-0.0157924148874103
17,Ishikawa,2015,2,201502,1,5,1156000,151000,0.131,31127,10777,2.6,355271,2015-02-01,02,6,-1.29928298413026,1,12.7806361575127,10.3458308887307,9.28516951259683,-0.0593888363367464,-0.512206040381038,-0.852777689671353,-0.623840601388572,-0.788208414583853
18,Fukui,2015,2,201502,1,5,790000,115000,0.146,23335,8002,2.1,243791,2015-02-01,02,6,-1.29928298413026,1,12.4040665798434,10.0577096583839,8.98744678941718,-0.752873384865235,-0.959288747220988,-1.28951762744564,-1.10322955034474,-0.0640684148684381
19,Yamanashi,2015,2,201502,0,5,841000,118000,0.14,24323,6514,3.2,202711,2015-02-01,02,5,-2.39789527279837,1,12.2195365983579,10.0991776837356,8.78170898583618,0.77279262189744,-1.17837220087191,-1.22665956318592,-1.43450567319457,-0.353724414754603
20,Nagano,2015,2,201502,3,9,2109000,322000,0.153,60712,19459,3.2,588579,2015-02-01,02,12,-0.998528830111127,1,13.2854664362653,11.0138966510838,9.87606496695816,0.77279262189744,0.0871543458625939,0.159889787584605,0.327610963288682,0.273863584998756
21,Gifu,2015,2,201502,2,4,2041000,269000,0.132,52927,15712,2.4,554749,2015-02-01,02,6,-0.587786664902119,1,13.2262710381794,10.8766688846136,9.66218003059425,-0.336782655748142,0.0168745346985813,-0.0481228122399319,-0.0167835583857031,-0.739932414602825
22,Shizuoka,2015,2,201502,4,10,3705000,480000,0.13,84673,29546,2.6,1095247,2015-02-01,02,14,-0.847297860387204,1,13.9064904665717,11.3465520576846,10.2937036498816,-0.0593888363367464,0.824465910435827,0.664135522632441,1.00008690705222,-0.836484414564881
23,Aichi,2015,2,201502,18,27,7455000,773000,0.104,141824,39557,2.2,2643915,2015-02-01,02,45,-0.396415272588246,1,14.7877713311767,11.8623421312268,10.5854979486852,-0.614176475159537,1.87076773033444,1.44598045767003,1.46992999031078,-2.0916604140716
24,Mie,2015,2,201502,3,5,1825000,243000,0.133,50077,15052,2,462428,2015-02-01,02,8,-0.451985123743057,1,13.0442461481402,10.8213170998263,9.61926615171333,-0.891570294570933,-0.199234745967832,-0.13202615742069,-0.0858828836660987,-0.691656414621798
25,Shiga,2015,2,201502,3,5,1416000,156000,0.11,31678,8331,2.5,357548,2015-02-01,02,8,-0.451985123743057,1,12.7870248978376,10.3633777126224,9.02773877597491,-0.198085746042444,-0.504621000358853,-0.826179862203567,-1.03835195927283,-1.80200441418544
26,Kyoto,2015,2,201502,8,10,2610000,329000,0.126,75620,20550,3.6,708704,2015-02-01,02,18,-0.211309093667207,1,13.4711932289196,11.2334760774449,9.93061621992438,1.32758026072023,0.307658715085647,0.492732684618117,0.415448624937171,-1.02958841448899
27,Osaka,2015,2,201502,18,49,8836000,1013000,0.115,228066,49271,4.3,3353695,2015-02-01,02,67,-0.984201937490365,1,15.0255732810348,12.3373903397314,10.8050909516584,2.29845862866011,2.1530983957386,2.16606805681125,1.82351556070055,-1.5606244142803
28,Hyogo,2015,2,201502,5,14,5541000,686000,0.124,129222,37305,3.7,1309090,2015-02-01,02,19,-0.969400557188104,1,14.0848427973032,11.7692871344726,10.5268826449056,1.46627717042593,1.03621494042425,1.30492582784253,1.37554845110033,-1.12614041445105
29,Nara,2015,2,201502,3,1,1376000,177000,0.129,35214,10421,3.1,225184,2015-02-01,02,4,0.847297860387204,1,12.3246731247663,10.4691990097864,9.25157827999243,0.634095712191742,-1.05354872706574,-0.665773818251238,-0.677928732520741,-0.884760414545909
30,Wakayama,2015,2,201502,1,4,971000,150000,0.154,33865,9242,2.4,227524,2015-02-01,02,5,-1.09861228866811,1,12.3350110063145,10.430137311649,9.13151359143021,-0.336782655748142,-1.04127506413692,-0.724984323472756,-0.871255208383516,0.322139584979784
31,Tottori,2015,2,201502,0,5,574000,90000,0.157,19189,6132,3.2,154393,2015-02-01,02,5,-2.39789527279837,1,11.9472565787575,9.86209247716974,8.7212762399917,0.77279262189744,-1.50163699813676,-1.58603807284365,-1.53181363210181,0.466967584922867
32,Shimane,2015,2,201502,1,5,697000,123000,0.176,25076,7883,2,198728,2015-02-01,02,6,-1.29928298413026,1,12.1996923345659,10.1296664923939,8.97246382105991,-0.891570294570933,-1.20193232812991,-1.18044401572286,-1.12735491563875,1.38421158456239
33,Okayama,2015,2,201502,3,9,1924000,272000,0.141,58064,16433,3.4,556502,2015-02-01,02,12,-0.998528830111127,1,13.2294260435817,10.9693011294529,9.70704678718129,1.05018644130883,0.0206203188483726,0.0922910017587706,0.055460263159473,-0.305448414773577
34,Hiroshima,2015,2,201502,3,17,2833000,373000,0.132,73902,21470,3.2,943109,2015-02-01,02,20,-1.6094379124341,1,13.7569371434829,11.2104951701695,9.97441189087283,0.77279262189744,0.646908538655357,0.457897764604179,0.485967799424689,-0.739932414602825
35,Yamaguchi,2015,2,201502,0,9,1408000,224000,0.159,42232,13042,2.5,379956,2015-02-01,02,9,-2.94443897916644,1,12.8478107355248,10.6509335065035,9.47593019795315,-0.198085746042444,-0.432452937768933,-0.390297024360999,-0.316680424031399,0.563519584884923
36,Tokushima,2015,2,201502,1,5,764000,121000,0.158,25685,8322,3.5,192569,2015-02-01,02,6,-1.29928298413026,1,12.1682098100436,10.1536624429014,9.02665788954289,1.18888335101453,-1.23930999514353,-1.14407047282611,-1.04009238743046,0.515243584903895
37,Kagawa,2015,2,201502,3,4,981000,145000,0.148,29076,9066,2.9,304802,2015-02-01,02,7,-0.251314428280906,1,12.6274176644529,10.2776683706045,9.1122864315008,0.356701892780346,-0.694114889840141,-0.956099801301731,-0.902214511360243,0.0324835850936174
38,Ehime,2015,2,201502,2,13,1395000,215000,0.154,44894,12279,3.1,381484,2015-02-01,02,15,-1.68639895357023,1,12.8518241891155,10.7120594345115,9.41564576516051,0.634095712191742,-0.427687959922811,-0.297641117114971,-0.413749571344826,0.322139584979784
39,Kochi,2015,2,201502,1,5,738000,126000,0.171,25004,8098,3.3,190666,2015-02-01,02,6,-1.29928298413026,1,12.1582784851842,10.1267910910517,8.99937239659211,0.911489531603137,-1.2511009731299,-1.18480260672893,-1.08402710510242,1.14283158465726
40,Fukuoka,2015,2,201502,5,22,5091000,619000,0.122,118663,35971,4.2,1578912,2015-02-01,02,27,-1.40876721697195,1,14.2722465602091,11.6840428218123,10.4904683372485,2.15976171895442,1.25871029469727,1.17571078956822,1.31691464415307,-1.2226924144131
41,Saga,2015,2,201502,0,4,835000,119000,0.143,20644,6835,2.7,225789,2015-02-01,02,4,-2.19722457733622,1,12.3273562138335,9.93517999926862,8.82981174915805,0.0793080733689514,-1.05036322618096,-1.47525054144543,-1.35705127903721,-0.208896414811521
42,Nagasaki,2015,2,201502,0,13,1386000,212000,0.153,41192,11903,3.4,349882,2015-02-01,02,13,-3.29583686600433,1,12.765351233763,10.625999341726,9.38454574816788,1.05018644130883,-0.530353085413593,-0.428092731259308,-0.46382638207459,0.273863584998756
43,Kumamoto,2015,2,201502,1,9,1794000,273000,0.152,53385,15995,3.6,456051,2015-02-01,02,10,-1.84582669049833,1,13.0303599243479,10.8852850866124,9.68003145238362,1.32758026072023,-0.215721182708875,-0.0350622004957523,0.0119605503527361,0.225587585017729
44,Oita,2015,2,201502,0,4,1171000,181000,0.155,33100,10166,3.5,317981,2015-02-01,02,4,-2.19722457733622,1,12.6697469115496,10.4072885613652,9.22680409800685,1.18888335101453,-0.643859437746432,-0.759618917269182,-0.717819772534336,0.370415584960812
45,Miyazaki,2015,2,201502,1,5,1114000,169000,0.152,30902,9403,3,281856,2015-02-01,02,6,-1.29928298413026,1,12.5491515812022,10.3385761857104,9.14878406627708,0.495398802486044,-0.787036396059607,-0.86377451396601,-0.843446532255638,0.225587585017729
46,Kagoshima,2015,2,201502,3,14,1668000,265000,0.159,51878,16664,3.3,437715,2015-02-01,02,17,-1.42138568093116,1,12.9893232926398,10.8566500871861,9.72100598294081,0.911489531603137,-0.264441975549426,-0.0784677067562299,0.0779371641899363,0.563519584884923
47,Okinawa,2015,2,201502,2,15,1421000,141000,0.099,31794,8527,5.5,375904,2015-02-01,02,17,-1.82454929205105,1,12.8370890706236,10.3670328717208,9.05099287874205,3.96282154512849,-0.445182247968409,-0.820639298756401,-1.00090852947546,-2.33304041397674
1,Hokkaido,2015,3,201503,5,17,5400000,754000,0.14,139839,42246,3.8,1411196,2015-03-01,03,22,-1.15745278869104,1,14.1599481297635,11.848247039834,10.6512649537472,1.60497408013163,1.12538384127469,1.42461483553103,1.57582709851927,-0.353724414754603
2,Aomori,2015,3,201503,0,5,1321000,197000,0.149,45997,11448,4.5,339951,2015-03-01,03,5,-2.39789527279837,1,12.7365567685593,10.7363314559532,9.34557032123629,2.57585244807151,-0.56453935060514,-0.260849100360981,-0.526584067320468,0.0807595850746452
3,Iwate,2015,3,201503,1,13,1284000,206000,0.16,42898,12981,3.3,356820,2015-03-01,03,14,-2.19722457733622,1,12.7849867319287,10.6665804837827,9.47124202889299,0.911489531603137,-0.507040815409223,-0.366579022480034,-0.324229248032042,0.611795584865951
4,Miyagi,2015,3,201503,4,13,2328000,290000,0.125,55869,16115,3.9,686109,2015-03-01,03,17,-1.09861228866811,1,13.4387917862143,10.9307649435996,9.68750579424954,1.74367098983732,0.269190061298323,0.0338770785940607,0.0239956306884775,-1.07786441447002
5,Akita,2015,3,201503,1,7,1037000,187000,0.18,41252,12027,4,280545,2015-03-01,03,8,-1.6094379124341,1,12.5444894188852,10.627454875436,9.39490940131062,1.88236789954302,-0.792571554160606,-0.425886404078346,-0.44713897328569,1.5773155844865
6,Yamagata,2015,3,201503,2,7,1131000,189000,0.167,37844,11434,3.1,314802,2015-03-01,03,9,-1.09861228866811,1,12.6596991487454,10.5412277258243,9.34434665182392,0.634095712191742,-0.655788656829995,-0.556591246309185,-0.528554402628436,0.949727584733145
7,Fukushima,2015,3,201503,5,12,1935000,286000,0.148,59814,17350,3.4,549191,2015-03-01,03,17,-0.82098055206983,1,13.216201565269,10.9989950262508,9.761347785375,1.05018644130883,0.00491954026405125,0.137301605886012,0.142894968086743,0.0324835850936174
8,Ibaraki,2015,3,201503,4,10,2919000,351000,0.12,68705,22605,3.4,737504,2015-03-01,03,14,-0.847297860387204,1,13.5110267909102,11.1375772557659,10.0259263997287,1.05018644130883,0.354951161884132,0.347367327950991,0.568915738341369,-1.31924441437516
9,Tochigi,2015,3,201503,1,2,1980000,236000,0.119,45415,12849,3.2,531369,2015-03-01,03,3,-0.510825623765991,1,13.1832119741365,10.7235977259363,9.46102126628348,0.77279262189744,-0.0342473934865124,-0.280151143631125,-0.34068657649047,-1.36752041435619
10,Gunma,2015,3,201503,4,8,1976000,254000,0.129,51023,15212,3.2,563419,2015-03-01,03,12,-0.635988766719997,1,13.2417788576754,10.8400317904375,9.62983986904815,0.77279262189744,0.0352862129875577,-0.103658054163691,-0.0688572324643222,-0.884760414545909
11,Saitama,2015,3,201503,4,24,7239000,732000,0.101,137353,40400,3.4,1365282,2015-03-01,03,28,-1.69459572077441,1,14.1268715586703,11.8303095332944,10.6065850639492,1.05018644130883,1.08611364045586,1.39742480347216,1.50388416725436,-2.23648841401468
12,Chiba,2015,3,201503,9,21,6197000,685000,0.111,128362,33807,3,1094947,2015-03-01,03,30,-0.816761136527122,1,13.9062165182348,11.7626096762803,10.4284231606205,0.495398802486044,0.824140664926759,1.29480400283197,1.21701037183607,-1.75372841420441
13,Tokyo,2015,3,201503,65,118,13390000,1433000,0.107,284873,69474,3.8,9210646,2015-03-01,03,183,-0.59286281793398,1,16.0358705469226,12.5597987459003,11.1487078608403,1.60497408013163,3.3525751010576,2.50319917815819,2.3768026836216,-1.94683241412852
14,Kanagawa,2015,3,201503,14,25,9096000,954000,0.105,192792,50146,3.4,2019497,2015-03-01,03,39,-0.564529802737852,1,14.5183590284683,12.1693671665218,10.8226940294912,1.05018644130883,1.55090763357258,1.91137516200488,1.85185978948673,-2.04338441409057
15,Niigata,2015,3,201503,2,23,2313000,356000,0.154,76307,26013,3.2,698048,2015-03-01,03,25,-2.24070968927596,1,13.4560431472884,11.2425199561837,10.1663516920453,0.77279262189744,0.289671761528682,0.506441577339575,0.795026572514679,0.322139584979784
16,Toyama,2015,3,201503,0,5,1070000,157000,0.147,34767,11654,2.5,351075,2015-03-01,03,5,-2.39789527279837,1,12.7687551548364,10.4564239400025,9.36340474770302,-0.198085746042444,-0.52631177581879,-0.685138525169095,-0.497867324211935,-0.0157924148874103
17,Ishikawa,2015,3,201503,0,0,1156000,151000,0.131,31245,10814,2.6,355680,2015-03-01,03,0,0,1,12.781786729198,10.3496146423632,9.28859686994195,-0.0593888363367464,-0.510840022694044,-0.847042200051229,-0.618321918710187,-0.788208414583853
18,Fukui,2015,3,201503,1,4,790000,115000,0.146,23392,8025,2.1,243660,2015-03-01,03,5,-1.09861228866811,1,12.4035290899084,10.0601493625495,8.99031694799822,-0.752873384865235,-0.959926882825378,-1.28581947495551,-1.09860806129343,-0.0640684148684381
19,Yamanashi,2015,3,201503,1,5,841000,118000,0.14,24458,6554,3.2,202838,2015-03-01,03,6,-1.29928298413026,1,12.2201629098722,10.1047126397493,8.78783082925876,0.77279262189744,-1.17762861173532,-1.21826956588481,-1.42464836686376,-0.353724414754603
20,Nagano,2015,3,201503,1,12,2109000,322000,0.153,60876,19398,3.2,588460,2015-03-01,03,13,-2.12026353620009,1,13.2852642339587,11.0165942873547,9.87292524695349,0.77279262189744,0.0869142809185714,0.163978918731554,0.322555430217575,0.273863584998756
21,Gifu,2015,3,201503,0,7,2041000,269000,0.132,53203,15857,2.4,554703,2015-03-01,03,7,-2.70805020110221,1,13.2261881143575,10.8818700647173,9.67136632218957,-0.336782655748142,0.0167760832862661,-0.0402387591553963,-0.00199192063076807,-0.739932414602825
22,Shizuoka,2015,3,201503,4,15,3705000,480000,0.13,85027,29343,2.6,1094314,2015-03-01,03,19,-1.23676262714893,1,13.9056382408914,11.3507241320921,10.2868092959586,-0.0593888363367464,0.823454104420119,0.670459636669303,0.988985715159449,-0.836484414564881
23,Aichi,2015,3,201503,13,28,7455000,773000,0.104,142652,39867,2.2,2644298,2015-03-01,03,41,-0.747214401830221,1,14.7879161816208,11.8681633768728,10.5933041929996,-0.614176475159537,1.87093970420715,1.45480441853588,1.48249949530938,-2.0916604140716
24,Mie,2015,3,201503,4,8,1825000,243000,0.133,50470,15081,2,462220,2015-03-01,03,12,-0.635988766719997,1,13.0437962471974,10.8291343793343,9.62119095236068,-0.891570294570933,-0.199768891430644,-0.120176568406435,-0.0827835966871539,-0.691656414621798
25,Shiga,2015,3,201503,3,6,1416000,156000,0.11,31852,8306,2.5,357060,2015-03-01,03,9,-0.619039208406224,1,12.785659113867,10.3688554533773,9.0247334241907,-0.198085746042444,-0.506242529103549,-0.817876592938788,-1.04319113452183,-1.80200441418544
26,Kyoto,2015,3,201503,3,18,2610000,329000,0.126,75958,20486,3.6,708039,2015-03-01,03,21,-1.66500776358891,1,13.4702544559045,11.2379358349324,9.92749700499648,1.32758026072023,0.306544155637484,0.499492874435533,0.410426108852792,-1.02958841448899
27,Osaka,2015,3,201503,17,56,8836000,1013000,0.115,229078,49135,4.3,3348381,2015-03-01,03,73,-1.17203975722293,1,15.0239875034,12.3418178358952,10.8023268907965,2.29845862866011,2.1512156792383,2.17277934426745,1.81906490870706,-1.5606244142803
28,Hyogo,2015,3,201503,8,21,5541000,686000,0.124,129885,37211,3.7,1307685,2015-03-01,03,29,-0.927986771637346,1,14.083768956308,11.77440472255,10.5243596954757,1.46627717042593,1.03494002134611,1.31268317045755,1.37148603334941,-1.12614041445105
29,Nara,2015,3,201503,1,7,1376000,177000,0.129,35461,10407,3.1,225300,2015-03-01,03,8,-1.6094379124341,1,12.3251881264203,10.4761887800202,9.25023393563786,0.634095712191742,-1.05293729070132,-0.655178584386347,-0.68009337692641,-0.884760414545909
30,Wakayama,2015,3,201503,2,4,971000,150000,0.154,34014,9292,2.4,227612,2015-03-01,03,6,-0.587786664902119,1,12.3353977039218,10.4345274835524,9.1369090938903,-0.336782655748142,-1.04081595691411,-0.718329612878949,-0.862567446072975,0.322139584979784
31,Tottori,2015,3,201503,0,6,574000,90000,0.157,19247,6150,3.2,154495,2015-03-01,03,6,-2.56494935746154,1,11.9479170123367,9.86511048341512,8.72420736080056,0.77279262189744,-1.50085289753546,-1.58146331846604,-1.52709398252714,0.466967584922867
32,Shimane,2015,3,201503,1,6,697000,123000,0.176,25085,7872,2,198540,2015-03-01,03,7,-1.46633706879343,1,12.1987458701437,10.1300253369184,8.97106743873209,-0.891570294570933,-1.20305601921089,-1.17990007199782,-1.12960335085836,1.38421158456239
33,Okayama,2015,3,201503,6,7,1924000,272000,0.141,58318,16381,3.4,556477,2015-03-01,03,13,-0.143100843640673,1,13.2293811191042,10.9736660725417,9.70387740560463,1.05018644130883,0.020566982205742,0.0989074700096965,0.0503569694415853,-0.305448414773577
34,Hiroshima,2015,3,201503,5,13,2833000,373000,0.132,74123,21360,3.2,943288,2015-03-01,03,18,-0.897941593205959,1,13.7571269232595,11.2134811544858,9.96927529307413,0.77279262189744,0.647133854934786,0.462423979499538,0.477696921765006,-0.739932414602825
35,Yamaguchi,2015,3,201503,0,6,1408000,224000,0.159,42496,13003,2.5,380303,2015-03-01,03,6,-2.56494935746154,1,12.8487235823943,10.6571652328361,9.47293537905132,-0.198085746042444,-0.431369159169792,-0.380850848640199,-0.321502639381065,0.563519584884923
36,Tokushima,2015,3,201503,1,8,764000,121000,0.158,25897,8333,3.5,191906,2015-03-01,03,9,-1.73460105538811,1,12.1647609477915,10.161882410863,9.02797881438221,1.18888335101453,-1.24340466120952,-1.13161048058001,-1.03796545279944,0.515243584903895
37,Kagawa,2015,3,201503,4,6,981000,145000,0.148,29164,9116,2.9,304925,2015-03-01,03,10,-0.367724780125317,1,12.6278211237114,10.2806903509263,9.11778639036558,0.356701892780346,-0.693635882325706,-0.95151902293942,-0.893358554813393,0.0324835850936174
38,Ehime,2015,3,201503,1,9,1395000,215000,0.154,45111,12234,3.1,381180,2015-03-01,03,10,-1.84582669049833,1,12.8510269834886,10.7168813981904,9.41197423980251,0.634095712191742,-0.428634443310474,-0.290331887890333,-0.419661409929535,0.322139584979784
39,Kochi,2015,3,201503,1,5,738000,126000,0.171,25171,7972,3.3,189532,2015-03-01,03,6,-1.29928298413026,1,12.1523131546838,10.1334478171773,8.98369068133269,0.911489531603137,-1.25818331930301,-1.17471220780083,-1.10927758284814,1.14283158465726
40,Fukuoka,2015,3,201503,3,29,5091000,619000,0.122,119271,36066,4.2,1577325,2015-03-01,03,32,-2.13162729485041,1,14.27124093222,11.6891534938756,10.4931058722672,2.15976171895442,1.2575163615967,1.18345764875053,1.32116156601033,-1.2226924144131
41,Saga,2015,3,201503,0,2,835000,119000,0.143,20644,6894,2.7,225633,2015-03-01,03,2,-1.6094379124341,1,12.3266650645044,9.93517999926862,8.83840674707681,0.0793080733689514,-1.05118379409506,-1.47525054144543,-1.34321173405875,-0.208896414811521
42,Nagasaki,2015,3,201503,0,7,1386000,212000,0.153,41316,11857,3.4,349610,2015-03-01,03,7,-2.70805020110221,1,12.7645735264734,10.6290051131265,9.38067368945807,1.05018644130883,-0.531276419375718,-0.42353652270481,-0.470061116646971,0.273863584998756
43,Kumamoto,2015,3,201503,1,10,1794000,273000,0.152,53661,15845,3.6,455701,2015-03-01,03,11,-1.94591014905531,1,13.0295921716757,10.8904417596614,9.67060927212502,1.32758026072023,-0.216632698038913,-0.0272456120971426,-0.00321091201602121,0.225587585017729
44,Oita,2015,3,201503,1,5,1171000,181000,0.155,33277,10130,3.5,317923,2015-03-01,03,6,-1.29928298413026,1,12.6695644940773,10.4126217466411,9.22325659724273,1.18888335101453,-0.644076013120914,-0.751534768097777,-0.723531908459232,0.370415584960812
45,Miyazaki,2015,3,201503,1,4,1114000,169000,0.152,31099,9321,3,281797,2015-03-01,03,5,-1.09861228866811,1,12.5489422325419,10.3449309433095,9.14002519806116,0.495398802486044,-0.787284945521049,-0.854141844984662,-0.857549938885915,0.225587585017729
46,Kagoshima,2015,3,201503,1,9,1668000,265000,0.159,52119,16535,3.3,437271,2015-03-01,03,10,-1.84582669049833,1,12.9883084191718,10.861284844562,9.71323462541589,0.911489531603137,-0.265646885356412,-0.0714422485992517,0.0654238334100638,0.563519584884923
47,Okinawa,2015,3,201503,2,21,1421000,141000,0.099,31917,8459,5.5,375515,2015-03-01,03,23,-2.15176220325946,1,12.8360536961262,10.3708940621845,9.04298624230401,3.96282154512849,-0.446411497648586,-0.814786428834932,-1.01380070305802,-2.33304041397674
1,Hokkaido,2015,4,201504,8,11,5382000,772000,0.143,140176,42307,3.4,1423790,2015-04-01,04,19,-0.302280871872934,1,14.1688328881689,11.8506540549061,10.6527078359769,1.05018644130883,1.13593228191633,1.42826343723784,1.57815040722801,-0.208896414811521
2,Aomori,2015,4,201504,1,4,1308000,201000,0.154,46050,11399,4.3,343564,2015-04-01,04,5,-1.09861228866811,1,12.7471286906113,10.7374830416835,9.34128091123678,2.29845862866011,-0.551987822792533,-0.259103503621806,-0.533490815080079,0.322139584979784
3,Iwate,2015,4,201504,2,8,1280000,209000,0.163,42980,12906,3.3,357120,2015-04-01,04,10,-1.22377543162212,1,12.785827138735,10.6684901701965,9.46544759849579,0.911489531603137,-0.506043041366645,-0.36368428152495,-0.333559358506148,0.756623584809034
4,Miyagi,2015,4,201504,3,11,2334000,301000,0.129,55898,16017,3.9,682369,2015-04-01,04,14,-1.18958406687384,1,13.4333258462262,10.9312838803278,9.6814059371683,1.74367098983732,0.262700617141891,0.03466369329133,0.0141737264558098,-0.884760414545909
5,Akita,2015,4,201504,2,5,1023000,189000,0.185,41308,12046,3.5,280471,2015-04-01,04,7,-0.78845736036427,1,12.5442256117908,10.6288114647913,9.39648793360367,1.18888335101453,-0.792884759466693,-0.42383005873399,-0.444597242749383,1.81869558439164
6,Yamagata,2015,4,201504,1,8,1124000,190000,0.169,37921,11530,2.9,316063,2015-04-01,04,9,-1.73460105538811,1,12.6636968397867,10.5432603273293,9.3527076132631,0.356701892780346,-0.651042393090563,-0.553510188194475,-0.515091699903604,1.0462795846952
7,Fukushima,2015,4,201504,4,5,1914000,288000,0.15,59992,17316,3.3,551758,2015-04-01,04,9,-0.200670695462151,1,13.2208648233342,11.0019664989812,9.75938620856187,0.911489531603137,0.0104559992934763,0.141805823828716,0.139736464641987,0.129035585055673
8,Ibaraki,2015,4,201504,3,14,2917000,363000,0.124,68983,22732,3.4,738507,2015-04-01,04,17,-1.42138568093116,1,13.5123858595816,11.1416153764121,10.031528902417,1.05018644130883,0.356564717881298,0.353488392190557,0.577936809513188,-1.12614041445105
9,Tochigi,2015,4,201504,1,6,1974000,240000,0.122,45516,12778,3.3,533277,2015-04-01,04,7,-1.46633706879343,1,13.1867962679632,10.7258191914769,9.45548022116229,0.911489531603137,-0.0299919361124501,-0.276783801624444,-0.349608689550563,-1.2226924144131
