pref_id,pref_name,year,month,year_month,n_leave_m,n_leave_f,pop,pop75,oldshare75,n_need,facility_users,u_rate,n_ei,date,moy,w_total,ln_ratio_mf,t_index,ln_ei,ln_need,ln_fac,z_u_rate,z_ln_ei,z_ln_need,z_ln_fac,z_oldshare75
11,Saitama,2014,1,201401,4,19,7222000,699000,0.097,131510,38965,3.7,1345500,2014-01-01,01,23,-1.46633706879343,0,14.1122762491491,11.786838173336,10.5704190862777,1.46627717042593,1.06878534078731,1.33153004444896,1.44565021776341,-2.4295924139388
12,Chiba,2014,1,201401,2,13,6192000,658000,0.106,122893,33159,3.2,1070189,2014-01-01,01,15,-1.68639895357023,0,13.8833458263539,11.7190693370565,10.4090694519791,0.77279262189744,0.796987407096624,1.22880468365512,1.18584730190001,-1.99510841410955
13,Tokyo,2014,1,201401,52,110,13300000,1393000,0.105,276396,68312,3.7,8961143,2014-01-01,01,162,-0.74420235136023,0,16.0084083437794,12.5295898989909,11.1318407255874,1.46627717042593,3.3199705656805,2.4574080023273,2.34964345924522,-2.04338441409057
14,Kanagawa,2014,1,201401,19,27,9079000,919000,0.101,185237,48958,3.6,1976179,2014-01-01,01,46,-0.343771539102824,0,14.4966757402317,12.1293913652573,10.7987180666786,1.32758026072023,1.52516412221941,1.85077904093567,1.81325403077888,-2.23648841401468
15,Niigata,2014,1,201401,3,15,2330000,354000,0.152,74673,24725,3.6,699558,2014-01-01,01,18,-1.48807705542983,0,13.4582039860191,11.2208738600005,10.1155701564909,1.32758026072023,0.292237220041699,0.473629990742108,0.713258856917459,0.225587585017729
16,Toyama,2014,1,201401,1,12,1076000,156000,0.145,33464,11685,2.9,348622,2014-01-01,01,13,-2.12026353620009,0,12.7617435196579,10.418225513122,9.36606124697296,0.356701892780346,-0.534636348542813,-0.74304046651083,-0.493589866383664,-0.112344414849466
17,Ishikawa,2014,1,201401,2,6,1159000,149000,0.129,30597,10872,3.1,350068,2014-01-01,01,8,-0.955511445027436,0,12.7658827003089,10.3286572439186,9.29394595583098,0.634095712191742,-0.529722101085605,-0.878809844808154,-0.609708895710693,-0.884760414545909
18,Fukui,2014,1,201401,1,4,795000,115000,0.145,22788,8106,2.5,239552,2014-01-01,01,5,-1.09861228866811,0,12.3865257912641,10.0339893606003,9.00035980718825,-0.198085746042444,-0.980114070622519,-1.32547333041671,-1.08243719042335,-0.112344414849466
19,Yamanashi,2014,1,201401,2,0,847000,117000,0.138,23171,6490,2.9,199801,2014-01-01,01,2,1.6094379124341,0,12.2050771501891,10.0506567757527,8.77801780969814,0.356701892780346,-1.1955391989782,-1.30020852834786,-1.44044915318941,-0.450276414716659
20,Nagano,2014,1,201401,1,11,2122000,320000,0.151,60435,19050,3.3,583511,2014-01-01,01,12,-2.03688192726104,0,13.2768185822877,11.0093236862936,9.85482238055485,0.911489531603137,0.0768871703020929,0.152957995867943,0.293406448899473,0.177311585036701
21,Gifu,2014,1,201401,3,6,2051000,265000,0.129,51323,15523,2.8,546693,2014-01-01,01,9,-0.619039208406224,0,13.2116426807038,10.8458942737631,9.65007807402644,0.218004983074649,-0.000493001195585208,-0.0947715843963928,-0.0362699589445613,-0.884760414545909
22,Shizuoka,2014,1,201401,5,17,3723000,471000,0.127,83368,28686,2.8,1090859,2014-01-01,01,22,-1.15745278869104,0,13.902476017233,11.3310198216723,10.2641644778542,0.218004983074649,0.819699750386666,0.640591447864545,0.952523346971843,-0.981312414507964
23,Aichi,2014,1,201401,16,33,7443000,750000,0.101,137808,39344,2.8,2608259,2014-01-01,01,49,-0.708185057924486,0,14.7741935069137,11.833616691029,10.580098764456,0.218004983074649,1.85464744132419,1.40243785947459,1.46123629966733,-2.23648841401468
24,Mie,2014,1,201401,0,5,1833000,240000,0.131,50382,14947,2.2,457692,2014-01-01,01,5,-2.39789527279837,0,13.0339517477911,10.8273892474116,9.61226588978581,-0.614176475159537,-0.211456785788062,-0.122821874364645,-0.09715460714091,-0.788208414583853
25,Shiga,2014,1,201401,1,3,1416000,154000,0.109,30798,8156,3.1,352773,2014-01-01,01,4,-0.847297860387204,0,12.7735800695739,10.3352050317884,9.00650913169435,0.634095712191742,-0.520583389700935,-0.868884576672434,-1.07253563443769,-1.85028041416646
26,Kyoto,2014,1,201401,4,13,2617000,323000,0.123,73329,20686,3.9,701477,2014-01-01,01,17,-1.09861228866811,0,13.4609433911019,11.2027114440114,9.93721242193775,1.74367098983732,0.295489582187138,0.446099036430339,0.426069736811063,-1.17441641443208
27,Osaka,2014,1,201401,15,51,8849000,978000,0.111,223496,48722,4.9,3303851,2014-01-01,01,66,-1.20074178374449,0,15.0105993157538,12.3171487957839,10.7938859524443,3.1306400868943,2.13532053654093,2.13538551865383,1.80547342827975,-1.75372841420441
28,Hyogo,2014,1,201401,5,22,5558000,671000,0.121,126657,37485,3.9,1294058,2014-01-01,01,27,-1.40876721697195,0,14.0732935752951,11.7492379243328,10.5316961319372,1.74367098983732,1.02250311200402,1.27453483312698,1.3832990603391,-1.27096841439413
29,Nara,2014,1,201401,1,2,1383000,173000,0.125,33849,10168,3.4,220325,2014-01-01,01,3,-0.510825623765991,0,12.3028590079679,10.4296647358066,9.22700081286929,1.05018644130883,-1.07944756479427,-0.725700663409857,-0.717503025024629,-1.07786441447002
30,Wakayama,2014,1,201401,0,0,979000,149000,0.152,33195,9461,3.1,226901,2014-01-01,01,0,0,0,12.3322690779861,10.4101545411533,9.15493336470444,0.634095712191742,-1.04453042200893,-0.755274607643638,-0.833545018261577,0.225587585017729
31,Tottori,2014,1,201401,1,5,578000,90000,0.156,18877,6136,2.7,152363,2014-01-01,01,6,-1.29928298413026,0,11.9340211106061,9.84569952876873,8.72192834304709,0.0793080733689514,-1.517350824421,-1.6108868327076,-1.53076362491729,0.41869158494184
32,Shimane,2014,1,201401,0,2,702000,124000,0.177,24429,7845,2.9,197593,2014-01-01,01,2,-1.6094379124341,0,12.1939646385672,10.1035262301352,8.96763166516713,0.356701892780346,-1.20873254244063,-1.22006794936527,-1.13513558521576,1.43248758454342
33,Okayama,2014,1,201401,3,8,1930000,269000,0.139,56996,15995,3.6,547629,2014-01-01,01,11,-0.887303195000903,0,13.213353329358,10.9507363689157,9.68003145238362,1.32758026072023,0.00153796858026092,0.0641501655141122,0.0119605503527361,-0.402000414735631
34,Hiroshima,2014,1,201401,1,18,2840000,368000,0.13,72695,21820,3.2,932708,2014-01-01,01,19,-2.51230562397612,0,13.745847461927,11.1940278853655,9.99058225938706,0.77279262189744,0.633742300217557,0.432936324130116,0.512005099780818,-0.836484414564881
35,Yamaguchi,2014,1,201401,1,4,1420000,223000,0.157,41944,13329,2.8,375101,2014-01-01,01,5,-1.09861228866811,0,12.8349506020222,10.6440906742524,9.49769739160402,0.218004983074649,-0.447721147517179,-0.400669526685598,-0.28163119441744,0.466967584922867
36,Tokushima,2014,1,201401,0,6,770000,121000,0.157,25062,8447,4.1,189589,2014-01-01,01,6,-2.56494935746154,0,12.1526138502424,10.1291080337252,9.0415666277275,2.02106480924872,-1.25782631812121,-1.18129053856983,-1.01608654651831,0.466967584922867
37,Kagawa,2014,1,201401,0,5,985000,144000,0.146,28702,8991,3.1,302163,2014-01-01,01,5,-2.39789527279837,0,12.6187218858517,10.2647220857309,9.10397935598477,0.634095712191742,-0.704438963970461,-0.975724039485499,-0.915590447728131,-0.0640684148684381
38,Ehime,2014,1,201401,3,8,1405000,214000,0.152,44172,12012,3.6,378020,2014-01-01,01,11,-0.887303195000903,0,12.8427023832549,10.695846383167,9.39366142910322,1.32758026072023,-0.438517835455087,-0.322217185413691,-0.44914844061301,0.225587585017729
39,Kochi,2014,1,201401,0,8,745000,126000,0.169,25086,8079,3.3,189351,2014-01-01,01,8,-2.83321334405622,0,12.1513577145412,10.1300652005846,8.99702338147971,0.911489531603137,-1.25931766681937,-1.17983964585323,-1.08780945625717,1.0462795846952
40,Fukuoka,2014,1,201401,2,22,5090000,607000,0.119,114729,35448,4.8,1551441,2014-01-01,01,24,-2.19722457733622,0,14.2546947344324,11.6503281046391,10.4758221128793,2.9919431771886,1.23787186736916,1.12460534529893,1.293331499301,-1.36752041435619
41,Saga,2014,1,201401,0,3,840000,119000,0.142,20566,7019,3.7,223003,2014-01-01,01,3,-1.94591014905531,0,12.3149405032666,9.93139450578914,8.85637603673042,1.46627717042593,-1.06510379423732,-1.48098866836056,-1.31427783614012,-0.257172414792549
42,Nagasaki,2014,1,201401,0,8,1397000,211000,0.151,40701,12075,3.8,346184,2014-01-01,01,8,-2.83321334405622,0,12.7547257045962,10.6140079411534,9.39889247852077,1.60497408013163,-0.542968258341065,-0.446269536674107,-0.440725478282704,0.177311585036701
43,Kumamoto,2014,1,201401,2,9,1801000,271000,0.15,52499,16516,4.1,452158,2014-01-01,01,11,-1.33500106673234,0,13.0217869552555,10.8685494007793,9.71208488700598,2.02106480924872,-0.225899451094817,-0.0604304886311985,0.063572540764289,0.129035585055673
44,Oita,2014,1,201401,2,1,1178000,180000,0.153,33031,10454,3.6,314765,2014-01-01,01,3,0.510825623765991,0,12.6595816076416,10.4052017934337,9.25473995927287,1.32758026072023,-0.655928207653959,-0.762782081939328,-0.672837840932089,0.273863584998756
45,Miyazaki,2014,1,201401,1,7,1120000,168000,0.15,30868,9352,3.3,278353,2014-01-01,01,8,-1.6094379124341,0,12.5366453713513,10.3374753275775,9.1433455031519,0.911489531603137,-0.801884409505273,-0.86544321679596,-0.852203630244545,0.129035585055673
46,Kagoshima,2014,1,201401,0,7,1680000,264000,0.157,51613,16624,3.7,432783,2014-01-01,01,7,-2.70805020110221,0,12.9779917266302,10.8515288577231,9.71860271333901,1.46627717042593,-0.277895391610387,-0.0862305690566541,0.0740674532180604,0.466967584922867
47,Okinawa,2014,1,201401,4,10,1415000,137000,0.097,30706,8635,4.8,362983,2014-01-01,01,14,-0.847297860387204,0,12.8021112801944,10.3322133542188,9.06357899058078,2.9919431771886,-0.486709673845861,-0.873419421515273,-0.980642548896703,-2.4295924139388
1,Hokkaido,2014,2,201402,5,17,5431000,739000,0.136,136394,42012,4.6,1407950,2014-02-01,02,22,-1.15745278869104,0,14.1576453037059,11.8233030351542,10.6457105707427,2.71454935777721,1.12264980812847,1.38680421311141,1.5668835089867,-0.546828414678714
2,Aomori,2014,2,201402,0,6,1335000,196000,0.147,45124,11428,4.8,338338,2014-02-01,02,6,-2.56494935746154,0,12.7318006747982,10.7171695347248,9.34382176335066,2.9919431771886,-0.570186028931778,-0.289895124754396,-0.529399570678847,-0.0157924148874103
3,Iwate,2014,2,201402,0,5,1295000,204000,0.158,41960,12921,3.1,355123,2014-02-01,02,5,-2.39789527279837,0,12.7802194873209,10.6444720625102,9.46660917372222,0.634095712191742,-0.512700732592748,-0.400091410717512,-0.331689006384593,0.515243584903895
4,Miyagi,2014,2,201402,3,13,2328000,285000,0.122,54600,15949,4,675589,2014-02-01,02,16,-1.34992671694902,0,13.4233401819597,10.907789161733,9.67715141032275,1.88236789954302,0.250845124625717,-0.000950072222506094,0.00732314706096859,-1.2226924144131
5,Akita,2014,2,201402,1,4,1050000,187000,0.178,41112,11725,4.4,278781,2014-02-01,02,5,-1.09861228866811,0,12.5381818063353,10.6240553286721,9.36947859331448,2.43715553836581,-0.800060275129377,-0.43103950522378,-0.488087303282719,1.48076358452445
6,Yamagata,2014,2,201402,2,11,1141000,189000,0.166,36934,11629,3.3,311276,2014-02-01,02,13,-1.52605630349505,0,12.6484352574088,10.5168878150058,9.36125725729304,0.911489531603137,-0.66916172604992,-0.593486171141746,-0.501325183120172,0.901451584752117
7,Fukushima,2014,2,201402,3,11,1946000,286000,0.147,58809,17044,3.4,532481,2014-02-01,02,14,-1.18958406687384,0,13.185302495178,10.9820501833985,9.7435535146198,1.05018644130883,-0.0317654197389081,0.111616273347457,0.114242883141147,-0.0157924148874103
8,Ibaraki,2014,2,201402,2,12,2931000,344000,0.117,66293,22315,3.6,729562,2014-02-01,02,14,-1.6094379124341,0,13.5001996330525,11.1018395899061,10.0130143770634,1.32758026072023,0.342096605038748,0.293195457502546,0.54812498072527,-1.46407241431824
9,Tochigi,2014,2,201402,1,2,1986000,233000,0.117,44448,12634,3.3,526336,2014-02-01,02,3,-0.510825623765991,0,13.1736950710546,10.7020752455541,9.44414687145865,0.911489531603137,-0.0455463486939932,-0.312775350919059,-0.367857490127681,-1.46407241431824
10,Gunma,2014,2,201402,2,4,1984000,251000,0.127,49364,15273,3.4,556513,2014-02-01,02,6,-0.587786664902119,0,13.2294458097124,10.8069766925731,9.63384184257045,1.05018644130883,0.0206437862120608,-0.153763634259494,-0.0624133108848251,-0.981312414507964
11,Saitama,2014,2,201402,5,14,7222000,699000,0.097,131790,38870,3.7,1347383,2014-02-01,02,19,-0.969400557188104,0,14.1136747505373,11.7889650256379,10.5679780238463,1.46627717042593,1.07044571332731,1.33475396981149,1.44171965330792,-2.4295924139388
12,Chiba,2014,2,201402,1,23,6192000,658000,0.106,123273,33412,3.2,1071334,2014-02-01,02,24,-2.75153531304195,0,13.8844151588888,11.722156687071,10.4166703958758,0.77279262189744,0.798256973499704,1.23348455070833,1.19808623504832,-1.99510841410955
13,Tokyo,2014,2,201402,44,128,13300000,1393000,0.105,277144,68254,3.7,8960366,2014-02-01,02,172,-1.06043971516308,0,16.0083216323311,12.532292505687,11.1309913193884,1.46627717042593,3.31986761740397,2.4615046677444,2.34827575730889,-2.04338441409057
